trip_id,run_id,truck_id,load_zone,dump_zone,depart_time_s,arrive_load_s,load_complete_s,depart_load_s,arrive_dump_s,unload_complete_s,travel_to_mine_s,load_wait_s,queue_wait_service_s,travel_to_dump_s,unload_wait_s,total_trip_duration_s,cargo_kg,fuel_L,co2_kg
6338,79,0,load_zone_23,dump_zone_22,667.3,720.95,723.84,725.84,770.62,773.97,53.65,2.89,0.0,44.79,3.35,106.67,1000.0,0.3803,1.0192
6339,79,2,load_zone_1,dump_zone_2,679.81,780.87,783.71,785.71,860.89,863.85,101.06,2.84,0.0,75.18,2.96,184.04,1000.0,0.5837,1.5643
6340,79,1,load_zone_1,dump_zone_2,737.94,849.05,852.06,854.06,941.11,944.12,111.11,3.02,0.0,87.05,3.01,206.18,1000.0,0.6322,1.6943
6341,79,0,load_zone_1,dump_zone_2,773.97,860.16,863.27,865.27,933.39,947.13,86.18,3.11,0.0,68.12,13.75,173.16,1000.0,0.5105,1.3683
6342,79,2,load_zone_1,dump_zone_2,863.85,944.06,946.98,948.98,1035.22,1038.28,80.2,2.92,0.0,86.25,3.06,174.43,1000.0,0.5722,1.5334
6343,79,1,load_zone_1,dump_zone_2,944.12,1040.21,1043.2,1045.2,1121.87,1124.96,96.09,2.99,0.0,76.68,3.09,180.84,1000.0,0.5714,1.5315
6344,79,0,load_zone_1,dump_zone_2,947.13,1040.92,1046.3,1048.3,1132.7,1135.53,93.78,5.38,2.28,84.4,2.83,188.4,1000.0,0.586,1.5703
6345,79,2,load_zone_1,dump_zone_2,1038.28,1130.6,1133.81,1135.81,1216.39,1219.44,92.31,3.22,0.0,80.58,3.05,181.16,1000.0,0.7148,1.9157
6346,79,1,load_zone_1,dump_zone_2,1124.96,1223.0,1226.0,1228.0,1307.42,1310.44,98.04,3.0,0.0,79.42,3.02,185.48,1000.0,0.6066,1.6257
6347,79,0,load_zone_1,dump_zone_2,1135.53,1224.23,1228.89,1230.89,1309.88,1313.59,88.7,4.66,1.77,78.99,3.71,178.06,1000.0,0.4745,1.2716
6348,79,2,load_zone_1,dump_zone_2,1219.44,1317.0,1320.07,1322.07,1392.78,1395.72,97.56,3.06,0.0,70.71,2.94,176.28,1000.0,0.4809,1.2888
6349,79,1,load_zone_26,load_zone_29,1310.44,1432.59,1435.59,1437.59,1499.62,1502.73,122.15,3.0,0.0,62.03,3.1,192.29,1000.0,0.718,1.9242
6350,79,0,load_zone_26,load_zone_29,1313.59,1412.55,1438.75,1440.75,1515.21,1518.39,98.96,26.2,23.03,74.46,3.17,204.79,1000.0,0.7119,1.908
6351,79,2,load_zone_26,load_zone_29,1395.72,1532.59,1535.64,1537.64,1612.15,1615.1,136.87,3.06,0.0,74.51,2.95,219.38,1000.0,0.5065,1.3573
6352,79,1,load_zone_26,load_zone_29,1502.73,1615.5,1618.42,1620.42,1685.7,1688.48,112.77,2.92,0.0,65.28,2.78,185.75,1000.0,0.6588,1.7656
6353,79,0,load_zone_26,load_zone_29,1518.39,1624.9,1628.03,1630.03,1696.61,1699.52,106.52,3.13,0.0,66.58,2.91,181.13,1000.0,0.6038,1.6183
6354,79,2,load_zone_26,load_zone_29,1615.1,1719.81,1722.85,1724.85,1809.66,1812.57,104.7,3.04,0.0,84.81,2.91,197.46,1000.0,0.5103,1.3676
6355,79,1,load_zone_26,load_zone_29,1688.48,1824.88,1828.1,1830.1,1920.07,1922.96,136.4,3.22,0.0,89.97,2.89,234.48,1000.0,0.5995,1.6066
6356,79,0,load_zone_2,dump_zone_2,1699.52,1818.6,1821.45,1823.45,1904.15,1907.37,119.08,2.85,0.0,80.7,3.22,207.85,1000.0,0.6727,1.8029
6357,79,2,load_zone_26,load_zone_29,1812.57,1915.98,1918.89,1920.89,2004.48,2007.19,103.41,2.91,0.0,83.59,2.7,194.62,1000.0,0.5595,1.4994
6358,79,0,load_zone_26,load_zone_29,1907.37,2016.26,2019.29,2021.29,2100.33,2103.51,108.9,3.03,0.0,79.04,3.18,196.14,1000.0,0.6161,1.6513
6359,79,1,load_zone_26,load_zone_29,1922.96,2032.32,2035.47,2037.47,2122.87,2125.84,109.36,3.15,0.0,85.41,2.97,202.88,1000.0,0.6495,1.7407
6360,79,2,load_zone_27,dump_zone_3,2007.19,2151.27,2154.59,2156.59,2304.46,2307.38,144.08,3.33,0.0,147.87,2.92,300.2,1000.0,1.0599,2.8406
6361,79,0,load_zone_27,dump_zone_3,2103.51,2235.13,2237.95,2239.95,2412.58,2415.83,131.62,2.82,0.0,172.63,3.25,312.32,1000.0,1.2146,3.2551
6362,79,1,load_zone_27,dump_zone_3,2125.84,2282.39,2285.37,2287.37,2451.89,2454.88,156.55,2.97,0.0,164.52,2.99,329.04,1000.0,1.0717,2.8721
6363,79,2,load_zone_27,dump_zone_3,2307.38,2458.23,2461.09,2463.09,2638.92,2642.15,150.85,2.86,0.0,175.83,3.23,334.77,1000.0,0.986,2.6426
6364,79,0,load_zone_27,dump_zone_3,2415.83,2556.67,2559.73,2561.73,2729.49,2732.22,140.84,3.06,0.0,167.75,2.74,316.4,1000.0,0.98,2.6264
6365,79,1,load_zone_27,dump_zone_3,2454.88,2578.63,2581.54,2583.54,2737.75,2740.79,123.75,2.91,0.0,154.21,3.04,285.91,1000.0,0.9484,2.5418
6366,79,2,load_zone_27,dump_zone_3,2642.15,2785.32,2788.63,2790.63,2970.66,2973.53,143.17,3.31,0.0,180.03,2.86,331.37,1000.0,1.1345,3.0404
6367,79,0,load_zone_27,dump_zone_3,2732.22,2886.65,2889.53,2891.53,3031.88,3034.42,154.42,2.88,0.0,140.35,2.55,302.2,1000.0,1.0629,2.8485
6368,79,1,load_zone_27,dump_zone_3,2740.79,2877.67,2892.91,2894.91,3059.69,3062.92,136.87,15.25,11.86,164.77,3.24,322.13,1000.0,0.9506,2.5476
6369,79,2,load_zone_27,dump_zone_3,2973.53,3111.21,3114.06,3116.06,3295.95,3299.1,137.69,2.85,0.0,179.89,3.15,325.57,1000.0,1.3112,3.5141
6370,79,0,load_zone_24,dump_zone_3,3034.42,3197.5,3200.66,3202.66,3376.11,3379.03,163.08,3.16,0.0,173.45,2.92,344.6,1000.0,1.0563,2.8309
6371,79,1,load_zone_24,dump_zone_3,3062.92,3205.81,3208.64,3210.64,3385.43,3388.54,142.88,2.84,0.0,174.79,3.11,325.61,1000.0,1.1427,3.0624
6372,79,2,load_zone_24,dump_zone_3,3299.1,3447.73,3450.71,3452.71,3602.01,3604.88,148.63,2.97,0.0,149.3,2.87,305.78,1000.0,1.0426,2.794
6373,79,0,load_zone_24,dump_zone_3,3379.03,3522.4,3525.48,3527.48,3675.21,3678.31,143.37,3.08,0.0,147.74,3.09,299.28,1000.0,0.9964,2.6703
6374,79,1,load_zone_24,dump_zone_3,3388.54,3522.88,3528.41,3530.41,3703.69,3707.0,134.34,5.53,2.6,173.28,3.31,318.46,1000.0,1.0129,2.7146
6375,79,2,load_zone_24,dump_zone_3,3604.88,3761.28,3764.31,3766.31,3919.28,3922.8,156.4,3.04,0.0,152.97,3.52,317.93,1000.0,0.9907,2.655
6376,79,0,load_zone_24,dump_zone_3,3678.31,3848.82,3852.0,3854.0,4013.59,4016.3,170.52,3.18,0.0,159.59,2.71,337.99,1000.0,1.2261,3.2861
6377,79,1,load_zone_24,dump_zone_3,3707.0,3865.94,3869.08,3871.08,4026.12,4029.15,158.94,3.14,0.0,155.05,3.02,322.14,1000.0,0.9087,2.4352
6378,79,2,load_zone_24,dump_zone_3,3922.8,4047.53,4050.49,4052.49,4234.08,4236.99,124.73,2.97,0.0,181.59,2.91,314.19,1000.0,0.9716,2.6038
6379,79,0,load_zone_24,dump_zone_3,4016.3,4189.15,4192.24,4194.24,4346.47,4349.42,172.85,3.1,0.0,152.23,2.95,333.12,1000.0,0.8977,2.4058
6380,79,1,load_zone_29,dump_zone_3,4029.15,4201.99,4204.89,4206.89,4387.38,4390.38,172.84,2.9,0.0,180.5,2.99,361.23,1000.0,1.0853,2.9087
6381,79,2,load_zone_29,dump_zone_3,4236.99,4403.95,4406.9,4408.9,4600.92,4603.87,166.96,2.95,0.0,192.02,2.95,366.88,1000.0,1.0561,2.8302
6382,79,0,load_zone_29,dump_zone_3,4349.42,4498.49,4501.51,4503.51,4646.52,4649.6,149.07,3.02,0.0,143.01,3.08,300.18,1000.0,1.0752,2.8814
6383,79,1,load_zone_29,dump_zone_3,4390.38,4550.79,4553.83,4555.83,4709.76,4712.79,160.41,3.04,0.0,153.93,3.03,322.41,1000.0,1.1259,3.0175
6384,79,2,load_zone_29,dump_zone_3,4603.87,4769.26,4772.46,4774.46,4945.55,4948.63,165.39,3.2,0.0,171.09,3.09,344.76,1000.0,1.1266,3.0192
6385,79,0,load_zone_29,dump_zone_3,4649.6,4788.34,4791.3,4793.3,4973.14,4976.15,138.75,2.96,0.0,179.84,3.01,326.55,1000.0,0.9381,2.514
6386,79,1,load_zone_29,dump_zone_3,4712.79,4900.96,4904.18,4906.18,5039.21,5042.28,188.17,3.22,0.0,133.03,3.06,329.49,1000.0,0.8701,2.3319
6387,79,2,load_zone_29,dump_zone_3,4948.63,5136.12,5138.76,5140.76,5313.44,5316.38,187.48,2.65,0.0,172.68,2.94,367.74,1000.0,1.1324,3.0347
6388,79,0,load_zone_29,dump_zone_3,4976.15,5159.46,5162.07,5164.07,5324.5,5327.72,183.32,2.6,0.0,160.43,3.22,351.57,1000.0,1.1285,3.0243
6389,79,1,load_zone_29,dump_zone_3,5042.28,5174.7,5177.77,5179.77,5350.18,5353.13,132.43,3.07,0.0,170.41,2.95,310.85,1000.0,0.986,2.6424
6390,79,2,load_zone_25,dump_zone_3,5316.38,5494.28,5497.34,5499.34,5683.4,5686.52,177.91,3.05,0.0,184.06,3.12,370.14,1000.0,0.9631,2.581
6391,79,0,load_zone_25,dump_zone_3,5327.72,5518.58,5521.6,5523.6,5719.96,5722.9,190.86,3.03,0.0,196.36,2.94,395.18,1000.0,1.4006,3.7537
6392,79,1,load_zone_25,dump_zone_3,5353.13,5560.28,5563.26,5565.26,5748.71,5751.82,207.15,2.99,0.0,183.44,3.12,398.69,1000.0,1.3838,3.7086
6393,79,2,load_zone_25,dump_zone_3,5686.52,5861.34,5864.38,5866.38,6039.55,6042.38,174.83,3.04,0.0,173.16,2.83,355.86,1000.0,0.9879,2.6477
6394,79,0,load_zone_25,dump_zone_3,5722.9,5897.65,5900.88,5902.88,6098.17,6101.07,174.76,3.23,0.0,195.29,2.89,378.17,1000.0,1.2113,3.2462
6395,79,1,load_zone_25,dump_zone_3,5751.82,5941.18,5944.07,5946.07,6125.24,6128.29,189.36,2.89,0.0,179.17,3.05,376.47,1000.0,1.0796,2.8934
6396,79,2,load_zone_25,dump_zone_3,6042.38,6217.93,6220.98,6222.98,6408.89,6411.67,175.55,3.05,0.0,185.92,2.77,369.29,1000.0,1.2105,3.244
6397,79,0,load_zone_25,dump_zone_3,6101.07,6268.78,6271.9,6273.9,6452.54,6455.52,167.72,3.12,0.0,178.64,2.99,354.46,1000.0,1.4312,3.8356
6398,79,1,load_zone_25,dump_zone_3,6128.29,6314.24,6317.36,6319.36,6522.98,6525.98,185.95,3.12,0.0,203.61,3.0,397.68,1000.0,1.0651,2.8546
6399,79,2,load_zone_25,dump_zone_3,6411.67,6597.12,6600.04,6602.04,6782.96,6785.99,185.46,2.91,0.0,180.93,3.02,374.32,1000.0,1.0487,2.8105
6400,80,0,load_zone_22,dump_zone_23,1.5,51.61,54.54,56.54,100.18,103.18,50.11,2.93,0.0,43.64,3.0,101.68,1000.0,0.2948,0.79
6401,80,1,load_zone_22,dump_zone_23,25.4,74.97,77.87,79.87,130.09,132.77,49.57,2.9,0.0,50.22,2.68,107.37,1000.0,0.3432,0.9196
6402,80,2,load_zone_22,dump_zone_23,31.49,81.57,84.56,86.56,130.57,135.85,50.08,2.99,0.0,44.01,5.28,104.36,1000.0,0.3285,0.8804
6403,80,0,load_zone_22,dump_zone_23,103.18,155.31,157.98,159.98,207.11,209.91,52.13,2.67,0.0,47.13,2.8,106.73,1000.0,0.3044,0.8159
6404,80,1,load_zone_22,dump_zone_23,132.77,178.67,181.58,183.58,225.1,228.24,45.9,2.91,0.0,41.51,3.15,95.47,1000.0,0.3289,0.8814
6405,80,2,load_zone_22,dump_zone_23,135.85,188.04,190.88,192.88,234.74,237.87,52.19,2.84,0.0,41.86,3.13,102.02,1000.0,0.372,0.9968
6406,80,0,load_zone_22,dump_zone_23,209.91,257.86,260.75,262.75,311.52,314.41,47.94,2.9,0.0,48.77,2.89,104.49,1000.0,0.3475,0.9313
6407,80,1,load_zone_22,dump_zone_23,228.24,283.72,286.67,288.67,331.59,334.77,55.48,2.95,0.0,42.92,3.18,106.52,1000.0,0.3111,0.8338
6408,80,2,load_zone_22,dump_zone_23,237.87,290.67,293.47,295.47,344.49,347.42,52.8,2.8,0.0,49.02,2.93,109.55,1000.0,0.3658,0.9804
6409,80,0,load_zone_22,dump_zone_23,314.41,369.74,372.54,374.54,420.8,423.85,55.33,2.8,0.0,46.26,3.05,109.44,1000.0,0.3223,0.8639
6410,80,1,load_zone_23,dump_zone_22,334.77,395.15,398.14,400.14,456.76,459.8,60.38,3.0,0.0,56.61,3.04,125.03,1000.0,0.3603,0.9657
6411,80,2,load_zone_23,dump_zone_22,347.42,401.37,404.57,406.57,456.1,462.6,53.95,3.2,0.0,49.53,6.5,115.18,1000.0,0.3657,0.9802
6412,80,0,load_zone_23,dump_zone_22,423.85,471.57,474.72,476.72,530.07,532.81,47.72,3.15,0.0,53.35,2.74,108.96,1000.0,0.3523,0.9442
6413,80,1,load_zone_23,dump_zone_22,459.8,505.01,507.79,509.79,561.77,564.79,45.21,2.78,0.0,51.98,3.02,104.99,1000.0,0.3431,0.9196
6414,80,2,load_zone_23,dump_zone_22,462.6,516.74,519.75,521.75,580.14,583.28,54.14,3.0,0.0,58.4,3.13,120.68,1000.0,0.4079,1.0933
6415,80,0,load_zone_23,dump_zone_22,532.81,580.13,583.13,585.13,644.4,647.25,47.32,2.99,0.0,59.27,2.85,114.44,1000.0,0.3691,0.9892
6416,80,1,load_zone_23,dump_zone_22,564.79,615.59,618.43,620.43,667.61,670.86,50.8,2.83,0.0,47.19,3.25,106.06,1000.0,0.3684,0.9873
6417,80,2,load_zone_23,dump_zone_22,583.28,640.42,643.3,645.3,696.7,699.45,57.15,2.88,0.0,51.4,2.75,116.17,1000.0,0.3931,1.0535
6418,80,0,load_zone_23,dump_zone_22,647.25,700.02,702.9,704.9,756.34,759.51,52.77,2.88,0.0,51.44,3.17,112.25,1000.0,0.352,0.9435
6419,80,1,load_zone_23,dump_zone_22,670.86,721.27,724.2,726.2,776.82,779.9,50.41,2.94,0.0,50.61,3.08,109.05,1000.0,0.3076,0.8245
6420,80,2,load_zone_1,dump_zone_2,699.45,796.42,799.41,801.41,888.05,891.21,96.97,2.99,0.0,86.64,3.16,191.76,1000.0,0.6664,1.786
6421,80,0,load_zone_1,dump_zone_2,759.51,862.82,865.82,867.82,944.85,947.9,103.31,2.99,0.0,77.03,3.05,188.39,1000.0,0.56,1.5009
6422,80,1,load_zone_1,dump_zone_2,779.9,872.37,875.75,877.75,954.62,957.58,92.47,3.38,0.0,76.86,2.96,177.68,1000.0,0.6505,1.7432
6423,80,2,load_zone_1,dump_zone_2,891.21,980.86,983.8,985.8,1077.25,1080.26,89.65,2.94,0.0,91.45,3.01,189.05,1000.0,0.48,1.2863
6424,80,0,load_zone_1,dump_zone_2,947.9,1052.86,1055.68,1057.68,1146.75,1149.93,104.96,2.82,0.0,89.07,3.18,202.03,1000.0,0.5091,1.3643
6425,80,1,load_zone_1,dump_zone_2,957.58,1058.8,1062.0,1064.0,1142.63,1152.97,101.22,3.2,0.0,78.64,10.33,195.39,1000.0,0.6424,1.7216
6426,80,2,load_zone_1,dump_zone_2,1080.26,1186.15,1189.14,1191.14,1269.76,1272.59,105.89,3.0,0.0,78.62,2.83,192.34,1000.0,0.57,1.5277
6427,80,0,load_zone_1,dump_zone_2,1149.93,1261.13,1263.98,1265.98,1351.33,1354.58,111.2,2.84,0.0,85.36,3.24,204.65,1000.0,0.6105,1.6362
6428,80,1,load_zone_26,load_zone_29,1152.97,1274.1,1277.17,1279.17,1359.89,1362.59,121.14,3.06,0.0,80.72,2.7,209.62,1000.0,0.701,1.8786
6429,80,2,load_zone_1,dump_zone_2,1272.59,1351.57,1354.58,1356.58,1443.61,1446.74,78.97,3.01,0.0,87.03,3.13,174.15,1000.0,0.597,1.5998
6430,80,0,load_zone_1,dump_zone_2,1354.58,1458.97,1462.02,1464.02,1544.61,1547.67,104.4,3.04,0.0,80.59,3.06,193.09,1000.0,0.698,1.8708
6431,80,1,load_zone_26,load_zone_29,1362.59,1481.63,1484.55,1486.55,1556.03,1559.12,119.04,2.92,0.0,69.49,3.09,196.54,1000.0,0.7106,1.9044
6432,80,2,load_zone_26,load_zone_29,1446.74,1553.77,1556.79,1558.79,1650.38,1653.44,107.03,3.03,0.0,91.59,3.06,206.7,1000.0,0.552,1.4792
6433,80,0,load_zone_26,load_zone_29,1547.67,1671.4,1674.29,1676.29,1751.19,1754.14,123.73,2.89,0.0,74.9,2.95,206.47,1000.0,0.7184,1.9252
6434,80,1,load_zone_26,load_zone_29,1559.12,1676.95,1679.87,1681.87,1754.01,1757.35,117.82,2.92,0.0,72.15,3.34,198.23,1000.0,0.6162,1.6514
6435,80,2,load_zone_26,load_zone_29,1653.44,1772.13,1774.63,1776.63,1859.3,1862.49,118.68,2.5,0.0,82.67,3.19,209.05,1000.0,0.5773,1.5472
6436,80,0,load_zone_26,load_zone_29,1754.14,1864.45,1867.67,1869.67,1956.9,1959.98,110.31,3.22,0.0,87.23,3.07,205.84,1000.0,0.6771,1.8146
6437,80,1,load_zone_26,load_zone_29,1757.35,1879.83,1883.06,1885.06,1971.62,1974.63,122.48,3.23,0.0,86.56,3.02,217.28,1000.0,0.5846,1.5666
6438,80,2,load_zone_26,load_zone_29,1862.49,1973.76,1976.75,1978.75,2057.21,2060.06,111.27,2.99,0.0,78.46,2.85,197.57,1000.0,0.6587,1.7652
6439,80,0,load_zone_26,load_zone_29,1959.98,2059.32,2062.34,2064.34,2142.54,2145.56,99.34,3.02,0.0,78.2,3.02,185.58,1000.0,0.6848,1.8353
6440,80,1,load_zone_2,dump_zone_2,1974.63,2096.65,2099.57,2101.57,2203.94,2206.98,122.01,2.92,0.0,102.37,3.04,232.35,1000.0,0.691,1.8519
6441,80,2,load_zone_27,dump_zone_3,2060.06,2211.85,2214.67,2216.67,2363.2,2366.2,151.79,2.82,0.0,146.53,3.0,306.14,1000.0,0.8673,2.3244
6442,80,0,load_zone_27,dump_zone_3,2145.56,2291.33,2294.29,2296.29,2450.87,2454.04,145.77,2.96,0.0,154.58,3.17,308.48,1000.0,0.9185,2.4617
6443,80,1,load_zone_27,dump_zone_3,2206.98,2367.18,2370.11,2372.11,2527.68,2530.75,160.2,2.93,0.0,155.57,3.07,323.77,1000.0,1.0013,2.6836
6444,80,2,load_zone_27,dump_zone_3,2366.2,2505.28,2508.02,2510.02,2668.21,2671.27,139.08,2.73,0.0,158.2,3.06,305.07,1000.0,0.7102,1.9033
6445,80,0,load_zone_27,dump_zone_3,2454.04,2614.45,2617.69,2619.69,2790.74,2794.07,160.42,3.24,0.0,171.05,3.33,340.03,1000.0,1.1259,3.0174
6446,80,1,load_zone_27,dump_zone_3,2530.75,2673.01,2675.83,2677.83,2869.19,2871.91,142.26,2.82,0.0,191.36,2.71,341.15,1000.0,1.2203,3.2703
6447,80,2,load_zone_27,dump_zone_3,2671.27,2828.25,2831.05,2833.05,2971.61,2974.69,156.98,2.8,0.0,138.56,3.08,303.42,1000.0,0.94,2.5192
6448,80,0,load_zone_27,dump_zone_3,2794.07,2935.14,2938.46,2940.46,3129.14,3132.16,141.07,3.32,0.0,188.67,3.02,338.09,1000.0,1.0141,2.7177
6449,80,1,load_zone_27,dump_zone_3,2871.91,3032.5,3035.16,3037.16,3192.86,3195.45,160.59,2.67,0.0,155.7,2.59,323.54,1000.0,1.022,2.7389
6450,80,2,load_zone_27,dump_zone_3,2974.69,3135.04,3138.16,3140.16,3303.39,3306.53,160.34,3.12,0.0,163.23,3.14,331.83,1000.0,1.1722,3.1416
6451,80,0,load_zone_24,dump_zone_3,3132.16,3289.18,3292.18,3294.18,3456.11,3459.08,157.03,2.99,0.0,161.94,2.96,326.92,1000.0,0.8651,2.3186
6452,80,1,load_zone_24,dump_zone_3,3195.45,3364.67,3367.61,3369.61,3523.18,3526.1,169.23,2.93,0.0,153.58,2.92,330.65,1000.0,0.8889,2.3823
6453,80,2,load_zone_24,dump_zone_3,3306.53,3460.19,3463.08,3465.08,3630.07,3633.22,153.66,2.89,0.0,164.99,3.16,326.7,1000.0,0.9887,2.6497
6454,80,0,load_zone_24,dump_zone_3,3459.08,3594.83,3597.86,3599.86,3775.71,3778.84,135.75,3.03,0.0,175.85,3.13,319.76,1000.0,1.1175,2.995
6455,80,1,load_zone_24,dump_zone_3,3526.1,3669.11,3672.27,3674.27,3826.09,3829.37,143.01,3.16,0.0,151.82,3.28,303.26,1000.0,1.033,2.7684
6456,80,2,load_zone_24,dump_zone_3,3633.22,3780.18,3783.09,3785.09,3964.85,3967.9,146.96,2.91,0.0,179.76,3.05,334.68,1000.0,0.9826,2.6333
6457,80,0,load_zone_24,dump_zone_3,3778.84,3936.89,3939.83,3941.83,4088.29,4091.19,158.05,2.94,0.0,146.46,2.91,312.36,1000.0,1.0945,2.9332
6458,80,1,load_zone_24,dump_zone_3,3829.37,3986.11,3988.98,3990.98,4160.58,4163.55,156.74,2.88,0.0,169.6,2.97,334.18,1000.0,1.0907,2.923
6459,80,2,load_zone_24,dump_zone_3,3967.9,4133.25,4136.3,4138.3,4278.41,4281.29,165.35,3.05,0.0,140.11,2.88,313.39,1000.0,1.1198,3.0012
6460,80,0,load_zone_24,dump_zone_3,4091.19,4268.94,4271.84,4273.84,4399.18,4402.22,177.75,2.9,0.0,125.33,3.04,311.02,1000.0,1.0261,2.75
6461,80,1,load_zone_29,dump_zone_3,4163.55,4336.89,4339.81,4341.81,4508.72,4511.56,173.34,2.92,0.0,166.91,2.85,348.02,1000.0,0.9471,2.5383
6462,80,2,load_zone_29,dump_zone_3,4281.29,4432.93,4435.99,4437.99,4596.35,4599.32,151.64,3.06,0.0,158.36,2.98,318.04,1000.0,1.0049,2.6932
6463,80,0,load_zone_29,dump_zone_3,4402.22,4550.42,4553.33,4555.33,4711.87,4714.76,148.2,2.92,0.0,156.54,2.89,312.54,1000.0,1.1473,3.0746
6464,80,1,load_zone_29,dump_zone_3,4511.56,4690.43,4693.6,4695.6,4845.85,4848.96,178.86,3.17,0.0,150.26,3.1,337.39,1000.0,1.0942,2.9325
6465,80,2,load_zone_29,dump_zone_3,4599.32,4780.23,4783.3,4785.3,4948.9,4951.91,180.91,3.06,0.0,163.6,3.02,352.59,1000.0,1.0802,2.8949
6466,80,0,load_zone_29,dump_zone_3,4714.76,4881.9,4884.97,4886.97,5053.44,5056.34,167.14,3.07,0.0,166.48,2.9,341.59,1000.0,1.0063,2.6968
6467,80,1,load_zone_29,dump_zone_3,4848.96,5001.48,5004.63,5006.63,5167.65,5170.58,152.52,3.15,0.0,161.02,2.93,321.62,1000.0,1.145,3.0687
6468,80,2,load_zone_29,dump_zone_3,4951.91,5116.56,5119.75,5121.75,5281.76,5284.87,164.64,3.2,0.0,160.0,3.11,332.95,1000.0,1.0751,2.8812
6469,80,0,load_zone_29,dump_zone_3,5056.34,5216.52,5219.29,5221.29,5388.39,5391.27,160.17,2.77,0.0,167.1,2.88,334.92,1000.0,1.1246,3.014
6470,80,1,load_zone_29,dump_zone_3,5170.58,5311.38,5314.32,5316.32,5472.26,5475.7,140.8,2.94,0.0,155.94,3.44,305.12,1000.0,1.1473,3.0748
6471,80,2,load_zone_25,dump_zone_3,5284.87,5488.32,5491.37,5493.37,5670.18,5672.91,203.45,3.05,0.0,176.81,2.74,388.05,1000.0,1.186,3.1783
6472,80,0,load_zone_25,dump_zone_3,5391.27,5585.86,5588.92,5590.92,5758.47,5761.54,194.59,3.06,0.0,167.55,3.07,370.27,1000.0,1.1526,3.089
6473,80,1,load_zone_25,dump_zone_3,5475.7,5650.24,5653.19,5655.19,5833.35,5836.31,174.54,2.95,0.0,178.17,2.95,360.61,1000.0,1.289,3.4545
6474,80,2,load_zone_25,dump_zone_3,5672.91,5851.95,5855.19,5857.19,6070.39,6073.42,179.03,3.24,0.0,213.2,3.04,400.51,1000.0,1.1842,3.1737
6475,80,0,load_zone_25,dump_zone_3,5761.54,5940.59,5943.66,5945.66,6139.43,6142.4,179.05,3.07,0.0,193.77,2.97,380.86,1000.0,1.1783,3.1578
6476,80,1,load_zone_25,dump_zone_3,5836.31,6028.61,6031.53,6033.53,6223.55,6226.57,192.31,2.91,0.0,190.02,3.02,390.26,1000.0,1.1523,3.0881
6477,80,2,load_zone_25,dump_zone_3,6073.42,6249.21,6252.12,6254.12,6443.03,6445.92,175.78,2.91,0.0,188.9,2.89,372.49,1000.0,1.3548,3.6307
6478,80,0,load_zone_25,dump_zone_3,6142.4,6323.56,6326.66,6328.66,6545.51,6548.38,181.16,3.09,0.0,216.85,2.88,405.98,1000.0,1.3687,3.6682
6479,80,1,load_zone_25,dump_zone_3,6226.57,6402.88,6405.91,6407.91,6626.73,6629.81,176.31,3.03,0.0,218.81,3.08,403.24,1000.0,1.2303,3.2972
6480,80,2,load_zone_25,dump_zone_3,6445.92,6636.92,6639.79,6641.79,6827.3,6830.35,191.01,2.86,0.0,185.52,3.05,384.44,1000.0,1.3522,3.6239
6481,81,0,load_zone_22,dump_zone_23,9.06,70.07,73.24,75.24,121.65,124.62,61.01,3.17,0.0,46.41,2.96,115.55,1000.0,0.3502,0.9386
6482,81,1,load_zone_23,dump_zone_22,10.81,63.32,66.34,68.34,120.77,123.93,52.52,3.02,0.0,52.43,3.17,113.13,1000.0,0.4157,1.1142
6483,81,2,load_zone_22,dump_zone_23,19.62,71.65,76.49,78.49,117.12,127.86,52.02,4.84,1.6,38.64,10.74,108.24,1000.0,0.3451,0.9248
6484,81,1,load_zone_22,dump_zone_23,123.93,184.64,187.5,189.5,233.8,236.61,60.7,2.86,0.0,44.3,2.8,112.67,1000.0,0.2879,0.7717
6485,81,0,load_zone_23,dump_zone_22,124.62,175.72,178.64,180.64,231.82,234.81,51.11,2.91,0.0,51.19,2.98,110.19,1000.0,0.3891,1.0429
6486,81,2,load_zone_22,dump_zone_23,127.86,178.63,190.43,192.43,233.13,239.74,50.77,11.8,8.87,40.7,6.62,111.88,1000.0,0.3295,0.883
6487,81,0,load_zone_22,dump_zone_23,234.81,289.09,292.51,294.51,343.05,346.14,54.28,3.43,0.0,48.53,3.1,111.33,1000.0,0.3498,0.9374
6488,81,1,load_zone_22,dump_zone_23,236.61,284.67,295.52,297.52,341.97,349.28,48.06,10.86,7.85,44.44,7.31,112.67,1000.0,0.3188,0.8544
6489,81,2,load_zone_22,dump_zone_23,239.74,293.69,298.81,300.81,346.07,352.51,53.94,5.12,1.84,45.26,6.44,112.77,1000.0,0.3738,1.0018
6490,81,0,load_zone_22,dump_zone_23,346.14,402.32,405.43,407.43,449.11,451.99,56.18,3.11,0.0,41.68,2.88,105.85,1000.0,0.325,0.8709
6491,81,1,load_zone_22,dump_zone_23,349.28,409.92,412.95,414.95,459.98,463.04,60.64,3.03,0.0,45.03,3.05,113.76,1000.0,0.3287,0.8809
6492,81,2,load_zone_22,dump_zone_23,352.51,396.45,416.05,418.05,456.85,465.9,43.93,19.6,16.51,38.8,9.05,113.39,1000.0,0.3282,0.8797
